stock_id,revenue_month,t0,src,timed,after_close,sue,surprise,yoy,mom_sa,pre_car,ar0,abs_ar0,ar_m1,ar_p1,base_stock,car_1_1,car_1_5,car_1_10,car_1_20,car_1_40,car_1_60,car_0_1,mom60,abn_vol,locked,precise,q_all,q
1101,2024-04-01,2024-05-13,cnyes_item,True,True,2.395443676708587,0.3888441459567993,0.15149644568556297,0.5718815690982559,0.009441572510029582,0.00983380814489288,0.00983380814489288,0.014471360895793636,-0.008414684914788133,0.011077376835106744,-0.008414684914788133,-0.02148507765462531,-0.04412315424619704,-0.08917783360706966,-0.13771816326994085,-0.029412660154953824,0.0014191232301047473,-0.0015612805669524832,0.4046629959282455,False,True,5,5
1101,2024-05-01,2024-06-12,cnyes_item,True,True,1.849898740479624,0.33862446594369305,0.24499888297412653,0.09350243728856356,-0.0450546793608726,0.006399720158442617,0.006399720158442617,0.005678728405797194,0.004691795407236561,0.011077376835106744,0.004691795407236561,0.004377794807030679,-0.005447904263589984,-0.07484678194862328,0.046191680176738165,-0.03841826739037588,0.011091515565679177,0.059423420470800625,-0.217269963791714,False,True,5,5
1101,2024-06-01,2024-07-11,cnyes_item,True,True,1.9494281727861824,0.3756343438506183,0.3676710789329505,0.12267219595882395,-0.0693988776850333,-0.0008187991787441899,0.0008187991787441899,-0.019906732127309465,0.01163960952725794,0.011077376835106744,0.01163960952725794,0.026259194934241052,0.0938969115819118,0.10731416743941719,0.034905897306515166,0.06167813776571168,0.010820810348513751,0.08173988349611783,0.23642276027541106,False,True,5,5
1101,2024-07-01,2024-08-13,cnyes_item,True,True,0.927364391616611,0.18313564615674238,0.4378577820209557,0.07018670308800523,0.013417255857505415,-0.0012108268824292164,0.0012108268824292164,-0.01454309386468844,-0.039812075234728454,0.011077376835106744,-0.039812075234728454,-0.09336534371099778,-0.0793489098709546,-0.05486287549381552,-0.05288049979599916,-0.05190028743340207,-0.04102290211715767,0.08518964584170252,-0.4060420587915358,False,True,4,4
1101,2024-08-01,2024-09-11,cnyes_item,True,True,0.6452514433004376,0.12707149385081945,0.477247408493497,0.039389626472541295,0.024486034377139074,-0.006475491701313037,0.006475491701313037,0.016334567756657283,-0.012656251698566965,0.011077376835106744,-0.012656251698566965,-0.020874393186624346,0.0017380683355756148,0.003494663669029262,0.01417203355636945,0.02562261452293564,-0.019131743399880004,0.006069821367075345,-0.762744131065413,False,True,4,4
1101,2024-09-01,2024-10-14,cnyes_item,True,True,-0.5306261517990293,-0.10081828470787829,0.32677380510792275,-0.15047360338557425,0.019104542877372715,-0.00845529700472287,0.00845529700472287,0.0005308447103066043,-0.00496320373010013,0.011077376835106744,-0.00496320373010013,-0.022007574854217532,-0.01090020352033751,0.000980212362597082,0.009874079564939561,-0.02557851340125447,-0.013418500734823001,-0.060168521466452685,-0.5504386776284427,False,True,2,2
1101,2024-10-01,2024-11-12,cnyes_item,True,True,0.04403439028522451,0.00834507425538672,0.4223047394628452,0.09553093435492244,-0.0010802361512653527,0.023290148977489687,0.023290148977489687,0.008526542773709749,0.004733953794642967,0.011077376835106744,0.004733953794642967,0.037850371785497355,0.025236198591382465,0.008893867202342481,-0.026558725763851564,0.017698792177823178,0.02802410277213265,-0.08518964584170252,0.592694533346061,False,True,3,3
1101,2024-11-01,2024-12-11,cnyes_item,True,True,0.7579731687544365,0.14297522083978836,0.5517505385278767,0.1294457990650315,-0.01634233138903999,0.00729066755886669,0.00729066755886669,-0.007423304339224142,-0.0014008641540369828,0.011077376835106744,-0.0014008641540369828,-0.006049125207048532,-0.02614193587070554,-0.03830292312882057,0.004543619761169196,0.032418117260415824,0.005889803404829707,0.022439236191277967,-0.023589661063899866,False,True,4,4
1101,2024-12-01,2025-01-13,cnyes_item,True,True,1.033705708995734,0.19664040189937992,0.6302500962655948,0.0784995577377181,-0.02244301319226877,0.035604727652668075,0.035604727652668075,-0.014099617106184053,-0.008359854609870262,0.011077376835106744,-0.008359854609870262,0.018792559054061332,-0.0027903579864463762,-0.0034609046682328726,0.049491447942794704,0.08697351814555276,0.027244873042797813,-0.036701366850427686,0.5458763432207037,False,True,5,5
1101,2025-01-01,2025-02-11,cnyes_item,True,True,0.09746929048885801,0.018449006045264782,0.5532174641307037,-0.07703263213489109,-0.019952228925941312,0.0063062140847379745,0.0063062140847379745,0.002321185382702545,0.009453334060093814,0.011077376835106744,0.009453334060093814,0.029285041799656873,0.07004386517574557,0.09618973589037087,0.16128566306686687,0.07706616793500762,0.01575954814483179,-0.03803945155302335,-0.10104896104812805,False,True,3,3
1101,2025-02-01,2025-03-11,cnyes_item,True,True,-0.2917461901138756,-0.055211671123916006,0.523194361850809,-0.030023102279894687,0.05441048043483242,0.013367873298471018,0.013367873298471018,0.00954853349270558,-0.010679626056960012,0.011077376835106744,-0.010679626056960012,-0.043033192739947795,-0.06046636009769735,0.09646061600844141,-0.030673990492375264,-0.1845600564779733,0.002688247241511005,0.020680205237538996,0.5178755992635992,False,True,2,2
1101,2026-03-01,2026-04-22,finmind,False,,0.2729433152605314,0.06595823340178933,-0.05982430966342989,-0.06305668465822833,-0.07979870832261415,-0.016964136589323133,0.016964136589323133,-0.016004246464787535,0.03223325390867551,0.011077376835106744,0.03223325390867551,0.02497273493212947,0.0160846547569828,-0.03226415775519953,-0.10437601827779747,0.007429382562850521,0.01526911731935238,0.02960046977629105,-0.337131408930987,False,True,3,3
1101,2026-04-01,2026-04-22,finmind,False,,-0.10539550669042273,-0.02462706976241691,-0.09393714634137496,-0.03411283667794507,-0.07979870832261415,-0.016964136589323133,0.016964136589323133,-0.016004246464787535,0.03223325390867551,0.011077376835106744,0.03223325390867551,0.02497273493212947,0.0160846547569828,-0.03226415775519953,-0.10437601827779747,0.007429382562850521,0.01526911731935238,0.02960046977629105,-0.337131408930987,False,True,2,2
1101,2026-05-01,2026-05-13,finmind,False,,0.057129514685157284,0.01256339816610582,-0.03761296217056298,0.056324184170811975,-0.044236005377123314,-0.0033344214669252976,0.0033344214669252976,-0.019619232122344104,-0.0047912940541987754,0.011077376835106744,-0.0047912940541987754,0.01101115227068017,-0.07026928606753881,-0.061137947032898765,-0.11620869193174879,0.01610142511803321,-0.008125715521124073,-0.07322756123845231,-0.17568011963968996,False,True,3,3
1235,2024-03-01,2024-04-10,cnyes_item,True,True,-1.8359227311746174,-1.4867328702203515,0.15880835010124095,-1.0893653492104853,-0.010329922066847986,-0.008968600166465812,0.008968600166465812,-0.004386737392627288,-0.003994929380083846,0.01947436983653889,-0.003994929380083846,0.0157993155497751,0.01700622031664502,0.0008627434946598626,,,-0.012963529546549658,-0.051472388520738654,-1.2671803781624909,False,True,1,1
1235,2024-06-01,2024-07-11,cnyes_item,True,True,-1.0013339005239323,-0.8279232616516007,0.16637930454357353,-1.249056191483815,0.029361688007725928,-0.001801245493745698,0.001801245493745698,0.0035409723504639234,0.0057505411250297804,0.01947436983653889,0.0057505411250297804,0.009267951771910948,0.07891357065522177,0.2919679341066455,0.3359775910842082,0.4760311752942998,0.0039492956312840825,0.12232865222182365,-0.8771494982937192,False,True,1,1
1235,2024-08-01,2024-09-11,cnyes_item,True,True,-0.49765866499522493,-0.4194206992141236,0.4096673142671694,-0.49578192560574763,0.03125767002888763,0.052910379489326684,0.052910379489326684,0.0036283675697550387,-0.007741391535861307,0.01947436983653889,-0.007741391535861307,-0.034314477563374045,0.04451531195553156,0.08368513180050276,0.0788939836419261,,0.04516898795346538,0.3978605087229443,0.3623880953916311,False,True,2,2
1235,2024-09-01,2024-10-11,cnyes_item,True,True,0.2325914939451415,0.1971435115312084,0.6909754644257617,0.28130815015859234,0.10049336757488042,-0.024678577461012288,0.024678577461012288,0.024577870905646525,-0.016865003862838054,0.01947436983653889,-0.016865003862838054,0.025080052800860054,0.03437357603069903,0.030285608837031176,,,-0.041543581323850345,0.38929224886256364,-0.864588006930542,False,True,3,3
1235,2025-01-01,2025-02-11,cnyes_item,True,True,-0.8443640270997225,-0.7552833934013622,-0.15642778605653973,0.22723390958586265,0.050209722959388865,0.008735328017406941,0.008735328017406941,-0.004783440619828568,0.009027752285856007,0.01947436983653889,0.009027752285856007,0.20431384314936868,0.0392572384985391,0.10446753575084582,0.4887748421782587,,0.01776308030326295,-0.6908316271657045,-1.6058961773075549,False,True,1,1
1235,2025-05-01,2025-06-10,cnyes_item,True,True,0.17523081044738464,0.15900413854950496,0.4507679104171842,-0.17387728497381616,-0.4073082712257741,0.012324835355790724,0.012324835355790724,0.0020447846429205658,0.027684906544206758,0.01947436983653889,0.027684906544206758,0.05060410885914615,0.04286949667211821,0.059189662778245465,,,0.04000974189999748,-0.01872315182506501,0.3597337082809319,False,True,3,3
1235,2025-08-01,2025-09-11,cnyes_item,True,True,0.1489409976384574,0.13955653581403327,0.7543036941344443,0.5858215374169671,-0.004193897666856065,0.006386181884877993,0.006386181884877993,-0.006127251444368889,-0.015608557855728995,0.01947436983653889,-0.015608557855728995,-0.0430734272301638,0.008817925376558539,-0.2931507133276182,-0.28166965180060644,-0.3348775458174705,-0.009222375970851002,-0.011394930692341099,0.19497860471902148,False,True,3,3
1235,2025-09-01,2025-10-13,cnyes_item,True,True,-0.3912159430462854,-0.3658170380239678,0.3501087148688633,-0.404194979265581,-0.2380061511049602,-0.008001147669290906,0.008001147669290906,-0.0495790373678772,-0.0450607751719453,0.01947436983653889,-0.0450607751719453,-0.03072685731308721,0.08754978936519464,-0.025864368882458,-0.07179142986804071,,-0.05306192284123621,-0.10973276185736935,0.7288875955217743,False,True,2,2
1235,2025-10-01,2025-11-10,cnyes_item,True,False,-0.04653213856325913,-0.04343995262186756,0.3808582359517274,0.030749521082864106,-0.04053034698498993,0.015143214137835771,0.015143214137835771,-0.015420315267435576,-0.03276578351886707,0.01947436983653889,-0.03276578351886707,-0.03927469980825184,-0.02676302664385682,-0.056869824988620546,,,-0.017622569381031294,-0.1869571247995836,-1.7771488140765488,False,True,3,2
1235,2026-01-01,2026-02-10,cnyes_item,True,True,-0.6853314091204634,-0.4709045505736273,-0.020127013553331352,-0.6515668174350111,0.022855429054127296,-0.0005466460162044861,0.0005466460162044861,-0.007857838887755509,-0.01442936918712676,0.01947436983653889,-0.01442936918712676,0.036576518013486325,-0.026605670059092965,-0.11959383597468169,-0.029559644911431482,-0.25745750595496253,-0.014976015203331246,-0.22681872228411004,0.4763976808760012,False,True,1,1
1235,2026-02-01,2026-03-10,cnyes_item,True,True,1.1582072020976952,0.7025956226009953,1.0197114097862716,1.039838423339603,-0.04292978603606462,-0.03486420197575186,0.03486420197575186,-0.03075348516409842,-0.02291635697171237,0.01947436983653889,-0.02291635697171237,-0.11182647195709436,0.003069605777008544,0.054461214865243204,0.026224592592289125,-0.21953890667535214,-0.05778055894746423,-0.18227293166934322,0.5385946608941646,False,True,5,5
1235,2026-03-01,2026-04-10,cnyes_item,True,True,2.6446996691147033,1.6620411186072972,2.2057158519788373,1.1860044421925657,0.05139160908823466,0.011082374302313854,0.011082374302313854,0.03999194739377364,-0.006529705648360149,0.01947436983653889,-0.006529705648360149,-0.01359764442976857,-0.011906038474442132,-0.07722307558207757,-0.2723318172258694,-0.3169115183554144,0.004552668653953705,-0.21664560250969123,0.13492076181104828,False,True,5,5
